name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info
Mountain Lakes Behavioral Healthcare,,2409 Homer Clayton Drive,,Guntersville,Alabama,35976,256-582-3203,,800-209-0049,,,MH SUMH * OP PHDT * CMHC * CHLOR HALOP LOXAP PERPH ARIPI LURAS OLANZ OLANZF QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT * PVTN * CLF MC MD MI PI SF SMHA * PA SS * TAY SE SED SMI * HS PEER * ADLT CHLD SNR YAD * AH * VAPP * ACT COOT FPSY ICM SH CM SPS ES
Lakeland Community Hospital,Lakeland Senior Care,42024 Highway 195 East,,Haleyville,Alabama,35565,205-485-7252,,,,,MH * HI * IPSY * CHLOR DROPE FLUPH HALOP PERPH PROCH ARIPI CLOZA ILOPE LURAS OLANZ QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT DBT GT IDD IPT TELE AIM * CIT PEON WI * LCCG * MC MD MI PI SI VAF * SE ALZ PEFP * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * ADLT SNR * AH * VAPN * CDM DEC FPSY IMR CM SPS ES
Northwest Alabama Mental Health Ctr,,71 Carraway Drive,,Haleyville,Alabama,35565,205-486-4111,,800-489-3974,,,SA MH SUMH * OP * OMH * ANTPYCH * AT CBT GT IDD IPT TELE AIM * CIT * PVTN * FQHC * MC MD PI SF * SS * CO SMI * STU * TBS * PEER * ADLT CHLD SNR YAD * AH * VPPD * COOT CM SPS ES
Birmingham VAMC,Huntsville Clinic,500 Markaview Road,,Huntsville,Alabama,35805,256-535-3100,,,,,SA MH SUMH * OP * VAHC * FLUPH HALOP PERPH THIOR TRIFL ARIPI ASENA CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT WI * FED VAMC * MC MI PI VAF * VET * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMON * ADLT SNR YAD * AH SP * VAPN * ACT DEC FPSY ICM PRS SEMP SH VRS CM IPC SPS
Care Clinic,,600 Boulevard South SW,Suite 106,Huntsville,Alabama,35802,844-782-6963,,,,,SA MH SUMH * OP * OMH * IDD KIT TELE * PVTP * ADLT SNR YAD
Huntsville Hospital,,101 Sivley SW Road,,Huntsville,Alabama,35801,256-265-8123,,,,,MH * HI * IPSY * HALOP ARIPI ASENA BREXP CARIP ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * CBT ECT GT IPT * PEON * PVTN * CLF MC MD MI PI SF SI VAF * STU * HIVT STDT TBS * TCC * SMON * ADLT SNR * VAPN * CDM FPSY CM SPS ES
Nova Center for Yth and Family Servs,Child and Adolescent,1900 Golf Road SW,2nd Floor,Huntsville,Alabama,35802,256-705-6493,256-705-6444,,,,SA MH SUMH * OP PHDT * MSMH * ANTPYCH * AT CBT CFT DBT GT IDD IPT * CIT PEON WI * PVTN * CMHG MC MD MI PI SCJJ SF SI SMHA SWFS * SS * CJ CO * STU * CHLD YAD * COOT FPSY ICM LAD PRS CM SPS ES
Pinnacle Behavioral Health,Intensive Outpatient Program,4812 Commerical Drive NW,,Huntsville,Alabama,35816,256-518-9998,,,,,SA MH SUMH * OP PHDT * OMH * CBT CFT GT IDD IPT TELE * PVTP * CLF CMHG CSBG OSF PI SCJJ SEF SF SMHA * CO TRMA SED * STU * TCC * SMON * CHLD * VAPN * FPSY CM SPS
Synergy Wellness,,7105B Bailey Creek Circle,,Huntsville,Alabama,35802,256-759-9167,,,,,SA MH * OP * OMH * NRT NSC * KIT * PEON * PVTP * MC PI SF * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * ADLT CHLD SNR YAD * VAPN * CDM DEC IMR IPC SPS
Unity Psychiatric Care,,5315 Millennium Drive NW,,Huntsville,Alabama,35806,256-964-6700,,,,,MH * HI OP * PSY * ANTPYCH * AT CBT CFT GT IPT TELE * CIT PEON * PVTP * MC MI PI SF SMHA * SE VET MF CO TRMA ALZ PTSD SMI * STU * TCC * SMON * ADLT SNR YAD * AH * VAPN * FPSY IMR LAD PRS CM IPC SPS
WellStone Acute Care,,3911 Triana Boulevard SW,Suite A,Huntsville,Alabama,35805,256-650-7527,256-533-1970,,,,SA MH * HI OP PHDT RES * MSMH RTCA * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IPT * CIT PEON * PVTN * MC MD PI SF SI SMHA * PA * SMI * STU * MST LABT * HS * SMON * ADLT YAD * AH * VAPN * COOT FPSY LAD PRS CM IPC SPS ES
WellStone Inc,,4040 Memorial Parkway SW,,Huntsville,Alabama,35802,256-533-1970,,256-705-6444,,,SA MH SUMH * OP PHDT * MSMH * CHLOR FLUPH HALOP LOXAP PERPH THIOT ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT * CIT PEON PEOFF WI * PVTN * FQHC * CLF CMHG MC MD MI PI SCJJ SF SI SMHA SWFS * SS * SE CJ CO DV PEFP * TBS * PEER * TCC * ADLT SNR YAD * AH * VPPD * ACT AOT COOT FPSY ICM LAD PRS SH CM IPC SPS
Birmingham VAMC,Jasper Clinic,1454 Jones Dairy Road,,Jasper,Alabama,35501,205-221-7384,,,,,SA MH SUMH * OP * VAHC * FLUPH ARIPI LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IPT TELE * CIT WI * FED VAMC * MC MI PI VAF * VET * STU * TCC * SMON * ADLT SNR YAD * AH * VAPN * FPSY CM SPS
Health Connect America,,1700 5th Avenue South,,Jasper,Alabama,35501,205-530-6007,,,,,SA MH SUMH * OP * CMHC * CBT CFT DBT GT IDD IPT * PVTP * MD PI SF * PA * TAY SE CO DV TRMA PED PTSD * SMON * ADLT CHLD SNR YAD * VAPN * TPC
West Alabama Mental Health Center,Sumter County Office,1121 North Washington Street,,Livingston,Alabama,35470,205-652-6731,800-239-2901,334-289-2410,,,SA MH SUMH * OP * CMHC * FLUPH HALOP PERPH ARIPI ASENA BREXP CLOZA OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT * PVTN * CLF CMHG CSBG FG ITU MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * PA SS * CO SMI * HS PEER * SMON * ADLT CHLD SNR YAD * AH * VAPN * COOT FPSY ICM SEMP SH CM SPS
Beacon Behavioral Health,,150 Hospital Drive,,Luverne,Alabama,36049,334-335-5040,334-319-8724,,,,MH * HI * PSY * NRT NSC * CBT DBT GT IDD IPT TELE AIM * CIT PEON WI * PVTP * MD MI PI SF * TRMA PTSD SED * STU * HIVT STDT TBS MST LABT * TCC * SMON * CHLD * AH * VAPN * CDM DEC FPSY ICM IMR PRS CM IPC SPS ES
Crenshaw Community Hospital,Special Sevices Unit,101 Hospital Circle,,Luverne,Alabama,36049,334-335-1175,334-335-1194,,,,SA MH SUMH * HI * IPSY * CHLOR HALOP ARIPI CLOZA OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CFT GT IDD IPT TELE AIM * PEON WI * PVTN * ITU MC MD MI PI SF SI SMHA VAF * SE GL VET ADM MF CJ CO HV TRMA TBI PED PEFP PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * ADLT YAD * VPPD * CDM COOT FPSY IMR PRS CM IPC SPS ES
South Central Alabama CMHC,Crenshaw County MH Clinic,587 Bentley Avenue,,Luverne,Alabama,36049,334-335-5201,,,,,MH SUMH * OP PHDT * CMHC * FLUPH HALOP LOXAP PERPH ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IPT TELE AIM * CIT PEON PEOFF WI * PVTN * MC MD MI PI SF SMHA SWFS VAF * PA SS * SE SED SMI * TBS MST LABT * SMOP * ADLT CHLD SNR YAD * AH * VAPP * COOT FPSY PRS CM SPS
South Central Alabama MHC,Graceland/3 Bed Group Home,5590 Hank Williams Road,,McKenzie,Alabama,36456,334-222-2525 x70339,,,,,MH SUMH * RES * RTCA * CHLOR FLUPH HALOP LOXAP PERPH ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IPT AIM * PVTN * MD SF SMHA * PA SS * SMI * TBS MST LABT * SMOP * ADLT SNR YAD * AH * VAPP * COOT FPSY PRS SPS
BayPointe Hospital,,5800 Southland Drive,,Mobile,Alabama,36693,251-661-0153,251-450-2211,,,,SA MH SUMH * HI PHDT RES * PH * CHLOR FLUPH HALOP PROCH TRIFL CLOZA OLANZ QUETI RISPE NRT ANTPYCH * AT CBT DBT GT IDD IPT TELE * CIT PEON WI * PVTN * CMHG MD PI SF * SED * STU * HIVT STDT TBS MST HBT HCT LABT * SMON * CHLD * AH * VAPN * COOT FPSY CM SPS
Baptist Medical Center South,Crossbridge Behavioral Health,4385 Narrow Lane Road,,Montgomery,Alabama,36116,334-286-5360,334-286-2493,334-286-2492,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT GT IPT AIM * PEON * PVTN * MC MD MI PI PCF SF SI SMHA SWFS * TAY SE ALZ SMI * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * COOT FPSY CM SPS
Central Alabama VA Healthcare System,West Campus,215 Perry Hill Road,,Montgomery,Alabama,36109,334-272-4670 x35540,,334-272-4670 x35539,,,SA MH SUMH * OP * VAHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IPT TELE * CIT PEON WI * FED VAMC * FQHC * MI PI SF VAF * SE GL VET CJ CO HV DV TRMA TBI PEFP PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMON * ADLT SNR YAD * AH * VAPN * ACT CDM DEC FPSY IMR LAD CM IPC SPS
Montgomery Area MH Authority,Beth Manor Crisis Residential Facility,3948 Beth Manor Drive,,Montgomery,Alabama,36109,334-279-7830 x7621,334-279-7830,,,,MH SUMH * PHDT RES * MSMH * CHLOR FLUPH HALOP LOXAP PERPH PROCH THIOT TRIFL ARIPI CLOZA OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IPT TELE AIM * CIT PEON * PVTN * MHC * CLF CMHG MC MD MI OSF PI SF SI SMHA * SS * SMI * STU * MST LABT * SMON * ADLT SNR YAD * AH * VAPN * COOT DEC FPSY PRS CM IPC SPS
Montgomery Area MH Authority,Crisis Residential Facility,2140 Upper Wetumpka Road,,Montgomery,Alabama,36107,334-279-7830,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PROCH THIOT TRIFL ARIPI CLOZA OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CLF CMHG MC MD MI PI SF SI SMHA * SS * SMI * STU * MST LABT * PEER * ADLT SNR YAD * AH * VAPN * ACT COOT FPSY SEMP SH CM SPS
Lawrence County,Adult CM,295 Hospital Street,,Moulton,Alabama,35650,256-974-6697,256-355-5904,,,,MH * OP * CMHC * PVTN * CLF CMHG CSBG MC MD OSF PI SF SI SMHA * TAY SE CO SMI * SMOP * ADLT SNR YAD * AH * VAPP * COOT FPSY ICM CM
Lawrence County,Adult Outpatient,295 Hospital Street,,Moulton,Alabama,35650,256-974-6697,256-355-5904,,,,MH * OP * CMHC * ANTPYCH * CBT CFT GT IPT * PVTN * CLF CMHG CSBG MC MD OSF PI SF SI SMHA * TAY SE CJ CO SMI * SMOP * ADLT SNR YAD * AH * VAPP * COOT FPSY CM
Lawrence County,Child and Adol CM/Hourly Services,295 Hospital Street,,Moulton,Alabama,35650,256-974-6697,256-355-5904,,,,MH * OP * CMHC * PVTN * CLF CMHG CSBG MC MD OSF PI SEF SF SI SMHA SWFS * CO SED * SMOP * CHLD * AH * VAPP * COOT FPSY ICM CM
MHCNCA Inc,Moulton Lawrence Counseling Center,295 Hospital Street,,Moulton,Alabama,35650,256-974-6697,256-355-5904,,,,MH * OP * CMHC * ANTPYCH * CBT CFT GT IPT TELE * PVTN * CLF CMHG CSBG MC MD OSF PI SF SI SMHA SWFS * TAY SE CJ CO SED SMI * PEER * SMOP * ADLT CHLD SNR YAD * AH * VAPP * COOT FPSY CM
Northport Medical Center,North Harbor Psych Pavillion,2700 Hospital Drive,,Northport,Alabama,35476,205-330-3101,205-330-3838,,,,MH * HI * IPSY * CHLOR FLUPH HALOP ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IPT TELE AIM * PEON WI * PVTN * MC MD MI PI SF SI SMHA VAF * STU * HIVT TBS MST LABT * TCC * SMON * ADLT SNR YAD * AH * VAPN * COOT DEC CM IPC ES
Eastside CMHC,Blount County CMHC,1002 2nd Avenue East,,Oneonta,Alabama,35121,205-628-3882,205-625-3882,,,,MH * OP * CMHC * HALOP ARIPI CLOZA OLANZ RISPE ANTPYCH * CFT GT IPT TELE * PVTN * CLF CMHG MC MD OSF PI SF SI SMHA * SS * TAY SE CO SED SMI * STU * TBS * TCC * ADLT CHLD SNR YAD * AH * VPPD * COOT FPSY IMR
East Alabama Medical Center,Department of Psychiatric Medicine,2000 Pepperell Parkway,,Opelika,Alabama,36801,334-528-1010 x4198,334-528-4820,,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP PERPH PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA OLANZF QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT GT IPT * CIT PEON WI * PVTN * CMHG MC MD MI OSF PI SEF SF SI SMHA VAF * SED SMI * STU * MST LABT * TCC * SMON * ADLT CHLD YAD * AH * VAPN * COOT DEC FPSY SPS ES
East Alabama Mental Health Center,Family and Childrens Services Center,2300 Center Hill Drive,Building II,Opelika,Alabama,36801,334-742-2112,334-742-2877,,,,SA MH SUMH * OP * CMHC * CBT CFT GT IDD IPT TELE * CIT PEON * PVTN * CLF CMHG CSBG MD PI SEF SF SMHA * GL MF CO TRMA PTSD SED * STU * PEER * CHLD * AH * VPPD * FPSY ICM CM SPS
Rivertown Psychiatry,Opelika,2123 Executive Park Drive,,Opelika,Alabama,36801,706-223-1933,,,,,SA MH SUMH * OP * OMH * FLUPH HALOP LOXAP THIOT ARIPI BREXP ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT IDD IPT TELE AIM * PVTP * MC MD MI PI SF VAF * STU * MST * TCC * SMOP * ADLT CHLD SNR YAD * AH SP FX * F36 * VAPP * DEC FPSY ES
Mizell Memorial Hospital,Senior Care Behavioral Unit,702 North Main Street,,Opp,Alabama,36467,334-493-9134,,,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP PROCH ARIPI OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT DBT GT IPT TELE AIM * PEON * PVTN * MC MD MI PI SF SI VAF * SE VET CO TBI ALZ PED PEFP PTSD * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * ADLT SNR * VAPN * CDM COOT DEC IMR PRS VRS CM SPS ES
Birmingham VAMC,Anniston Oxford Clinic,96 Ali Way Creekside Street,,Oxford,Alabama,36203,256-832-4141,,256-832-4142,,,SA MH SUMH * OP * VAHC * CHLOR FLUPH HALOP PERPH THIOT THIOR ARIPI CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IPT TELE * CIT WI * FED VAMC * MC MI PI VAF * VET * STU * PEER * TCC * SMON * ADLT SNR YAD * AH * VAPN * ICM IPC SPS
Dale Medical Center,New Day Psychiatric Unit,126 Hospital Avenue,,Ozark,Alabama,36360,334-774-7352,,334-774-2601 x1090,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP PERPH THIOT ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT ECT GT IDD IPT AIM * PVTP * MC MD MI PI SF SMHA VAF * SE SMI * SMON * ADLT SNR YAD * AH * VAPN * COOT
SpectraCare Health Systems,Dale County/Clinic and Day Trt,134 Katherine Avenue,,Ozark,Alabama,36360,800-951-4357,,,,,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT * PVTN * CLF CMHG MC MD MI OSF PI SF SMHA * SS * CO PED SED SMI * TCC * ADLT CHLD SNR YAD * AH SP * VPPD * ACT COOT DEC FPSY ICM PRS SH CM SPS
Central Alabama Wellness,,2100 County Services Drive,,Pelham,Alabama,35124,205-651-0077,,,,,SA MH SUMH * OP * CMHC * FLUPH HALOP ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * SS * SED SMI * STU * PEER * ADLT CHLD SNR YAD * AH * VPPD * COOT FPSY IMR SEMP CM
Family/Youth Intervention Junior,Family and Youth Interv Programs,2280 Highway 35,,Pelham,Alabama,35124,205-682-6186,205-663-1252,,,,MH * OP * CBT CRT DBT GT IPT * PVTN * MD SMHA * SED * SMON * CHLD * AH * VAPN * FPSY CM
Eastside CMHC,Saint Clair County CMHC,625 15th Street North,,Pell City,Alabama,35125,205-338-7525,,,,,MH * OP * CMHC * HALOP ARIPI CLOZA OLANZ RISPE ANTPYCH * CFT GT IPT TELE * PVTN * CLF CMHG MC MD OSF PI SF SI SMHA * SS * TAY SE CO SED SMI * STU * TBS * TCC * ADLT CHLD SNR YAD * AH * VPPD * COOT FPSY IMR
Birmingham VAMC,Gadsden Clinic,206 Rescia Avenue,,Rainbow City,Alabama,35906,256-413-7154,,,,,MH SUMH * OP * VAHC * FLUPH HALOP ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IPT TELE * CIT WI * FED VAMC * MC MI PI VAF * VET * STU * PEER * TCC * SMON * ADLT SNR YAD * AH * VAPN * DEC FPSY ICM IPC SPS
SpectraCare Health Systems,Geneva County Day Treatment,10386 West State Highway 52,,Samson,Alabama,36477,800-951-4357,,,,,MH SUMH * OP PHDT * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IDD IPT TELE * PEON PEOFF * PVTN * CLF CMHG MC MD MI OSF PI SF SMHA * CO SMI * STU * ADLT SNR YAD * AH * VPPD * CDM COOT FPSY IMR PRS CM SPS
Birmingham VAMC,Shoals Area Clinic,422 Cox Boulevard,Suite DD,Sheffield,Alabama,35660,256-381-9055,,,,,SA MH SUMH * OP * VAHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ ARIPI ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE * CIT WI * FED VAMC * MC MI PI VAF * VET * STU * TCC * SMON * ADLT SNR YAD * AH * VAPN * COOT DEC FPSY ICM CM IPC SPS
Community Hospital,,805 Friendship Road,,Tallassee,Alabama,36078,334-283-6541 x3870,334-283-3859,334-283-3870,,,MH SUMH * HI * IPSY * HALOP RISPE ZIPRA NRT ANTPYCH * AT CBT GT IPT AIM * PVTN * MC MD MI OSF PI SEF SF SI * SE VET ALZ PED PTSD * STU * MST * TCC * SMON * ADLT SNR * SP * VAPN * CM ES
East Central Mental Health Center,,200 Cherry Street,,Troy,Alabama,36081,334-566-6022,334-566-6022 x50202,,,,SA MH SUMH * OP * CMHC * CBT CFT GT IDD IPT TELE * WI * PVTN * CLF MC MD MI PI SF SMHA SWFS * SS * CO * STU * PEER * ADLT SNR YAD * AH * VAPN * COOT FPSY ICM CM SPS ES
Bryce Hospital,,1651 Ruby Tyler Parkway,,Tuscaloosa,Alabama,35404,205-507-8000,,,,,SA MH SUMH * HI RES * PSY * CHLOR FLUPH HALOP LOXAP PERPH PROCH THIOR ARIPI BREXP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NSC ANTPYCH * AT GT IPT * STG * MC OSF SEF SI SMHA * SE CJ SMI * STU * MST LABT * PEER * TCC * SMON * ADLT SNR YAD * AH * VAPN * DEC LAD SH VRS IPC SPS ES
Bullock County Hospital,Gateway/Golden Years,102 West Conecuh Avenue,,Union Springs,Alabama,36089,334-738-2140,334-473-9067,334-738-1453,,,SA MH SUMH * HI * IPSY * CHLOR FLUPH HALOP ARIPI OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT DBT GT IDD IPT TELE * CIT PEON WI * PVTP * MC MD MI PI SEF SF SI SMHA VAF * SE GL VET ADM MF CJ CO HV TRMA ALZ PED PEFP PTSD SMI * STU * HIVT STDT TBS MST LABT * TCC * ADLT SNR YAD * AH * VAPN * CDM COOT DEC FPSY CM IPC ES
Bullock County Satellite,,202 Abercrombie Street,,Union Springs,Alabama,36089,334-738-5279,844-335-4537,334-566-6022 x50200,,,MH SUMH * OP * CMHC * CBT CFT GT IDD IPT TELE * WI * PVTN * CLF MC MD MI PI SF SMHA SWFS * SS * CO * STU * PEER * ADLT CHLD SNR YAD * AH * VAPN * COOT FPSY ICM CM SPS ES
SpectraCare Health Systems,Webb Group Home,6150 Old Webb Road,,Webb,Alabama,36376,334-712-9191,334-794-0731,,,,MH * RES * RTCA * CHLOR FLUPH HALOP LOXAP PERPH PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT GT IPT TELE * PEON * PVTN * CSBG MC MD PI SF * SE VET SMI * ADLT SNR YAD * AH * VPPD * IMR
Northwest Medical Center,,1530 U.S. Highway 43,,Winfield,Alabama,35594,205-487-7000,205-487-7000 x7916,205-487-7000 x7853,,,MH SUMH * HI * IPSY * FLUPH HALOP ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CFT GT IPT TELE * PEON WI * LCCG * MC MD MI PI SF VAF * SE VET CO ALZ * STU * MST LABT * TCC * SMON * ADLT SNR * AH * VAPN * DEC FPSY CM SPS ES
AK Child and Family,,4600 Abbott Road,,Anchorage,Alaska,99507,907-346-2101,,,,,SA MH SUMH * RES * ORES * ARIPI LURAS QUETI RISPE ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PVTN * MD MI PI SF SI * CO TRMA PTSD SED SMI * STU * SMON * CHLD YAD * VAPN * DEC FPSY ICM IMR PRS CM SPS ES
Alaska Behavioral Health,,1432 Ingra Street,,Anchorage,Alaska,99501,907-563-1000,,,,,SA MH SUMH * OP * CBHC * FLUPH HALOP CLOZA OLANZ OLANZF RISPE ANTPYCH * CBT DBT GT IDD IPT TELE * CIT PEON PEOFF * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA * PA SS * CJ CO SMI * HS PEER * SMON * ADLT SNR YAD * AH * VAPN * COOT ICM IMR PRS VRS CM SPS
Alaska Behavioral Health,,4020 Folker Street,,Anchorage,Alaska,99508,907-563-1000,,,,,SA MH SUMH * OP PHDT * CBHC * FLUPH HALOP CLOZA OLANZ OLANZF RISPE NRT NSC ANTPYCH * AT CBT CRT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CLF CMHG CSBG FG MC MD MI OSF PI PCF SCJJ SF SI SMHA * PA SS * CO TRMA PTSD SED SMI * STU * MST LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH SP FX * F37 * VAPN * ACT CDM COOT FPSY ICM IMR PRS VRS CM IPC SPS
Alaska Psychiatric Institute,,3700 Piper Street,,Anchorage,Alaska,99508,907-269-7100,,,,,MH SUMH * HI * PSY * CHLOR FLUPH HALOP LOXAP ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT DBT GT IDD IPT * STG * CMHG CSBG ITU MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * PA * TAY SE GL VET CJ CO HV TRMA TBI ALZ PTSD SMI * STU * SMON * ADLT CHLD SNR YAD * AH * VAPN * CDM COOT FPSY IMR LAD PRS CM IPC SPS
Alaska VA Healthcare System,,3001 C Street,,Anchorage,Alaska,99503,907-273-4011,,907-273-4019,,,SA MH SUMH * OP PHDT RES * VAHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT TRIFL ARIPI ASENA CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IDD IPT AIM * FED VAMC * VAF * GL VET CO DV TRMA PTSD * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMON * ADLT SNR YAD * VAPN * CDM COOT DEC FPSY PRS SEMP SH VRS CM IPC SPS ES
Aleut Community of St Paul Island,Anchorage Support Office,4720 Business Park Boulevard,Suite G-42,Anchorage,Alaska,99503,907-257-2645,,,,,CBT GT TELE * CIT * TBG * FQHC * ITU * PA * HS PEER * SMON * ADLT CHLD SNR YAD * VAPN * COOT LAD CM SPS ES
Aleutian Pribilof Islands Association,,1131 East International Airport Road,,Anchorage,Alaska,99518,907-276-2700,844-375-2742,907-222-9764,,,SA MH SUMH * OP * OMH * CBT CFT GT IDD IPT TELE * TBG * FQHC * ITU MC MD MI PI SCJJ SEF SF SI SMHA SWFS * PA SS * STU * TCC * SMON * ADLT CHLD SNR YAD * VAPN * FPSY CM SPS
Arc of Anchorage,,2211 Arca Drive,,Anchorage,Alaska,99508,907-277-6677,907-277-6677 x113,,,,MH SUMH * OP * OMH * CBT CFT GT IDD IPT TELE * PVTN * MC MD PI SCJJ SF SMHA * SS * SMI * STU * HS * ADLT CHLD SNR YAD * VPPD * COOT FPSY ICM PRS SEMP SH TPC VRS CM
Chugachmiut,Chugachmiut Behavioral Health Dept,1840 Bragaw Street,Suite 110,Anchorage,Alaska,99508,907-562-4155 x143,907-562-4155,,,,SA MH SUMH * OP * CMHC * AT CBT CFT DBT EMDR GT IDD IPT * CIT PEOFF WI * PVTN * FQHC MHC * ITU MD PI PCF SF * PA SS * STU * TCC * ADLT CHLD SNR YAD * VPPD * COOT FPSY PRS CM IPC SPS ES
Daybreak Inc,,130 West International Airport Road,Suite C,Anchorage,Alaska,99518,907-677-5988,,888-933-0102,,,MH * OP * OMH * AT CBT * PVTN * CMHG MD SCJJ SF SI SMHA * SS * SE GL CJ CO TRMA TBI PTSD SMI * STU * SMON * ADLT SNR YAD * VAPN * COOT ICM PRS CM
