,Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
116,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,22.8,18.5,27.6,18.5 - 27.6,22.6-24.7,
117,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,25.5,20.3,31.2,20.3 - 31.2,25.2-29.5,
118,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,22.2,18.1,26.7,18.1 - 26.7,22.2-24.9,
119,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,26.0,21.1,31.3,21.1 - 31.3,25.1-28.4,
120,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,26.8,22.0,32.1,22.0 - 32.1,26.8-30.6,
121,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,25.8,21.7,30.2,21.7 - 30.2,23.9-25.8,
122,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,31.4,26.5,36.6,26.5 - 36.6,26.6-31.4,
123,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,25.6,22.1,29.3,22.1 - 29.3,24.4-26.1,
124,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,25.6,21.0,30.6,21.0 - 30.6,24.4-26.1,
125,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,28.8,24.4,33.4,24.4 - 33.4,26.4-33.6,
126,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-13,2021-12-13,22.8,18.9,27.0,18.9 - 27.0,20.4-23.5,
127,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2022-01-10,2022-01-10,24.0,19.7,28.6,19.7 - 28.6,20.5-24.2,
128,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3.3,42,"Jan 26 - Feb 7, 2022",2022-02-07,2022-02-07,28.4,23.8,33.3,23.8 - 33.3,26.4-37.0,
129,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-14,2022-03-14,26.3,22.3,30.7,22.3 - 30.7,25.6-35.4,
130,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3.4,44,"Mar 30 - Apr 11, 2022",2022-04-11,2022-04-11,27.9,22.2,34.2,22.2 - 34.2,27.3-33.7,
131,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3.4,45,"Apr 27 - May 9, 2022",2022-05-09,2022-05-09,26.6,22.3,31.3,22.3 - 31.3,25.3-27.5,
132,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,2,13,"Aug 19 - Aug 31, 2020",2020-08-31,2020-08-31,8.5,6.7,10.7,6.7 - 10.7,7.8-9.1,
133,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,2,14,"Sep 2 - Sep 14, 2020",2020-09-14,2020-09-14,9.6,7.5,12.1,7.5 - 12.1,9.5-10.7,
134,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,2,15,"Sep 16 - Sep 28, 2020",2020-09-28,2020-09-28,9.8,7.8,12.2,7.8 - 12.2,9.8-11.1,
135,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,2,16,"Sep 30 - Oct 12, 2020",2020-10-12,2020-10-12,10.3,8.4,12.6,8.4 - 12.6,9.8-10.8,
136,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,2,17,"Oct 14 - Oct 26, 2020",2020-10-26,2020-10-26,11.3,9.3,13.6,9.3 - 13.6,10.1-11.9,
137,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-11-09,2020-11-09,11.3,8.8,14.3,8.8 - 14.3,11.1-12.6,
138,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-23,2020-11-23,13.9,11.1,17.1,11.1 - 17.1,12.2-15.5,
139,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-12-07,2020-12-07,11.5,9.1,14.3,9.1 - 14.3,10.1-11.6,
140,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-21,2020-12-21,12.8,10.2,15.7,10.2 - 15.7,12.8-13.6,
141,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-18,2021-01-18,13.1,10.6,15.9,10.6 - 15.9,12.6-17.3,
142,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-02-01,2021-02-01,12.5,10.2,15.1,10.2 - 15.1,11.3-12.6,
143,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-15,2021-02-15,10.5,8.1,13.4,8.1 - 13.4,9.7-11.2,
144,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-03-01,2021-03-01,11.2,9.0,13.8,9.0 - 13.8,10.3-11.3,
145,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,10.7,8.6,13.1,8.6 - 13.1,10.3-11.1,
146,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-29,2021-03-29,9.8,7.7,12.2,7.7 - 12.2,9.5-10.7,
147,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-26,2021-04-26,9.5,7.2,12.3,7.2 - 12.3,8.2-9.7,
148,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3.1,29,"Apr 28 - May 10, 2021",2021-05-10,2021-05-10,11.6,9.3,14.3,9.3 - 14.3,9.7-11.6,
149,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,9.5,6.8,12.9,6.8 - 12.9,9.4-10.4,
150,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,9.0,6.8,11.7,6.8 - 11.7,8.1-9.0,
151,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,8.9,6.1,12.4,6.1 - 12.4,8.8-10.0,
152,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,10.4,8.3,12.9,8.3 - 12.9,10.0-11.4,
153,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,15.5,12.4,19.0,12.4 - 19.0,12.5-16.2,
154,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,12.5,10.0,15.4,10.0 - 15.4,12.1-15.2,
155,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,12.2,9.3,15.7,9.3 - 15.7,11.1-12.7,
156,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,10.6,8.1,13.5,8.1 - 13.5,9.8-11.2,
157,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,16.3,13.3,19.8,13.3 - 19.8,12.8-18.4,
158,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,11.9,9.3,14.8,9.3 - 14.8,11.0-12.1,
159,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-13,2021-12-13,9.4,6.3,13.4,6.3 - 13.4,7.2-9.5,
160,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2022-01-10,2022-01-10,11.6,8.6,15.2,8.6 - 15.2,10.2-11.6,
161,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3.3,42,"Jan 26 - Feb 7, 2022",2022-02-07,2022-02-07,11.9,9.7,14.5,9.7 - 14.5,11.0-12.7,
162,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-14,2022-03-14,14.4,11.0,18.5,11.0 - 18.5,12.8-17.6,
163,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3.4,44,"Mar 30 - Apr 11, 2022",2022-04-11,2022-04-11,10.7,8.1,13.7,8.1 - 13.7,10.1-11.0,
164,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,3.4,45,"Apr 27 - May 9, 2022",2022-05-09,2022-05-09,15.8,12.6,19.4,12.6 - 19.4,13.0-20.8,
165,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,2,13,"Aug 19 - Aug 31, 2020",2020-08-31,2020-08-31,7.5,6.2,9.0,6.2 - 9.0,7.2-8.7,
166,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,2,14,"Sep 2 - Sep 14, 2020",2020-09-14,2020-09-14,8.2,6.5,10.2,6.5 - 10.2,7.8-8.9,
167,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,2,15,"Sep 16 - Sep 28, 2020",2020-09-28,2020-09-28,8.6,7.1,10.3,7.1 - 10.3,8.6-10.1,
168,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,2,16,"Sep 30 - Oct 12, 2020",2020-10-12,2020-10-12,8.9,7.4,10.6,7.4 - 10.6,8.9-10.4,
169,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,2,17,"Oct 14 - Oct 26, 2020",2020-10-26,2020-10-26,9.5,7.7,11.5,7.7 - 11.5,9.3-10.9,
170,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-11-09,2020-11-09,13.0,9.6,17.1,9.6 - 17.1,11.3-20.3,
171,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-23,2020-11-23,8.5,6.7,10.6,6.7 - 10.6,6.1-8.5,
172,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-12-07,2020-12-07,10.4,7.9,13.3,7.9 - 13.3,10.1-11.4,
173,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-21,2020-12-21,11.2,9.0,13.7,9.0 - 13.7,9.8-11.6,
174,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-18,2021-01-18,10.8,7.5,14.9,7.5 - 14.9,9.6-10.9,
175,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-02-01,2021-02-01,10.6,8.3,13.2,8.3 - 13.2,10.0-11.2,
176,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-15,2021-02-15,9.1,7.1,11.5,7.1 - 11.5,8.2-10.3,
177,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-03-01,2021-03-01,12.6,9.0,16.8,9.0 - 16.8,11.9-18.9,
178,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,9.6,7.5,12.0,7.5 - 12.0,9.0-10.2,
179,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-29,2021-03-29,10.7,7.5,14.5,7.5 - 14.5,10.5-11.4,
180,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-26,2021-04-26,10.4,8.2,13.0,8.2 - 13.0,9.6-11.3,
181,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.1,29,"Apr 28 - May 10, 2021",2021-05-10,2021-05-10,9.7,7.4,12.5,7.4 - 12.5,9.0-9.8,
182,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,12.8,10.4,15.4,10.4 - 15.4,11.7-16.4,
183,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,10.4,7.6,13.7,7.6 - 13.7,10.4-11.4,
184,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,12.6,9.8,15.8,9.8 - 15.8,11.3-18.5,
185,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,11.3,8.4,14.9,8.4 - 14.9,10.4-12.4,
186,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,12.4,10.0,15.2,10.0 - 15.2,12.4-21.8,
187,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,9.5,7.1,12.4,7.1 - 12.4,8.6-10.0,
188,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,8.9,6.5,11.8,6.5 - 11.8,6.9-8.9,
189,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,11.3,8.6,14.5,8.6 - 14.5,10.6-11.8,
190,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,10.0,7.4,13.0,7.4 - 13.0,9.9-11.6,
191,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,12.6,9.6,16.1,9.6 - 16.1,12.3-17.2,
192,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-13,2021-12-13,10.7,6.7,15.9,6.7 - 15.9,10.4-11.5,
193,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2022-01-10,2022-01-10,9.4,6.9,12.6,6.9 - 12.6,9.2-10.7,
194,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.3,42,"Jan 26 - Feb 7, 2022",2022-02-07,2022-02-07,10.2,8.3,12.4,8.3 - 12.4,9.2-10.3,
195,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-14,2022-03-14,8.6,6.5,11.1,6.5 - 11.1,6.4-9.5,
196,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.4,44,"Mar 30 - Apr 11, 2022",2022-04-11,2022-04-11,11.4,8.6,14.8,8.6 - 14.8,11.3-12.8,
197,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.4,45,"Apr 27 - May 9, 2022",2022-05-09,2022-05-09,13.2,10.0,17.0,10.0 - 17.0,12.8-19.3,
198,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,2,13,"Aug 19 - Aug 31, 2020",2020-08-31,2020-08-31,19.2,16.6,21.9,16.6 - 21.9,17.7-21.7,
199,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,2,14,"Sep 2 - Sep 14, 2020",2020-09-14,2020-09-14,19.0,16.2,22.0,16.2 - 22.0,13.3-22.2,
200,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,2,15,"Sep 16 - Sep 28, 2020",2020-09-28,2020-09-28,20.2,17.6,23.1,17.6 - 23.1,13.3-22.1,
201,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,2,16,"Sep 30 - Oct 12, 2020",2020-10-12,2020-10-12,19.3,17.3,21.4,17.3 - 21.4,16.6-21.8,
202,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,2,17,"Oct 14 - Oct 26, 2020",2020-10-26,2020-10-26,19.6,17.0,22.5,17.0 - 22.5,13.3-22.3,
203,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-11-09,2020-11-09,24.1,19.8,28.7,19.8 - 28.7,23.4-25.2,
204,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-23,2020-11-23,23.6,19.7,27.8,19.7 - 27.8,15.1-23.7,
205,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-12-07,2020-12-07,21.1,17.9,24.6,17.9 - 24.6,15.3-23.7,
206,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-21,2020-12-21,23.0,19.5,26.7,19.5 - 26.7,16.7-24.0,
207,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-18,2021-01-18,22.2,18.9,25.7,18.9 - 25.7,18.4-22.8,
208,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-02-01,2021-02-01,22.2,18.7,26.0,18.7 - 26.0,15.4-24.0,
209,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-15,2021-02-15,20.7,17.6,24.0,17.6 - 24.0,13.9-23.2,
210,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-03-01,2021-03-01,24.1,19.5,29.2,19.5 - 29.2,17.7-24.1,
211,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,23.2,19.3,27.3,19.3 - 27.3,14.2-23.4,
212,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-29,2021-03-29,21.5,18.0,25.4,18.0 - 25.4,14.7-23.0,
213,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-26,2021-04-26,22.3,18.9,26.0,18.9 - 26.0,18.6-22.7,
214,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.1,29,"Apr 28 - May 10, 2021",2021-05-10,2021-05-10,24.1,19.8,28.7,19.8 - 28.7,18.6-24.6,
215,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,22.5,19.4,25.9,19.4 - 25.9,16.1-22.5,
216,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,18.5,15.2,22.3,15.2 - 22.3,17.9-22.8,
217,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,22.6,19.0,26.5,19.0 - 26.5,16.9-22.8,
218,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,21.1,17.6,24.9,17.6 - 24.9,18.7-24.0,
219,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,30.6,25.6,35.8,25.6 - 35.8,30.6-33.5,
220,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,20.8,17.5,24.3,17.5 - 24.3,16.3-24.8,
221,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,23.8,19.5,28.6,19.5 - 28.6,17.0-24.2,
222,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,22.9,19.4,26.6,19.4 - 26.6,16.7-24.5,
223,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,21.1,17.8,24.6,17.8 - 24.6,19.5-25.3,
224,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,25.2,21.8,28.9,21.8 - 28.9,15.5-25.2,
225,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-13,2021-12-13,19.5,14.0,26.0,14.0 - 26.0,15.3-23.9,
226,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2022-01-10,2022-01-10,23.6,18.7,29.0,18.7 - 29.0,17.2-23.8,
227,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.3,42,"Jan 26 - Feb 7, 2022",2022-02-07,2022-02-07,19.9,17.2,22.8,17.2 - 22.8,16.0-24.2,
228,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-14,2022-03-14,22.7,19.3,26.3,19.3 - 26.3,18.6-24.4,
229,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.4,44,"Mar 30 - Apr 11, 2022",2022-04-11,2022-04-11,21.9,18.5,25.7,18.5 - 25.7,17.1-24.9,
230,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3.4,45,"Apr 27 - May 9, 2022",2022-05-09,2022-05-09,29.0,24.2,34.2,24.2 - 34.2,28.0-30.1,
231,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,Alaska,2,13,"Aug 19 - Aug 31, 2020",2020-08-31,2020-08-31,16.7,14.2,19.5,14.2 - 19.5,12.2-18.4,
232,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,Alaska,2,14,"Sep 2 - Sep 14, 2020",2020-09-14,2020-09-14,15.0,12.4,17.8,12.4 - 17.8,11.2-18.8,
